CMD, D, D, D, D, TLAST, TKEEP, TIME_NS
DATA:1, 8.254896998e-01, -6.887691021e-01, 3.257383823e+00, -7.904642820e-01, 0, -1, 5024
DATA:1, 7.306976318e-01, -6.184253097e-01, 3.021212578e+00, -8.801123500e-01, 0, -1, 5030.4
DATA:1, 6.611545086e-01, -5.583677292e-01, 3.053626299e+00, -9.022840261e-01, 0, -1, 5036.8
DATA:1, 5.802732110e-01, -4.656161368e-01, 2.446631432e+00, -8.625053763e-01, 0, -1, 5040
DATA:1, 4.812139571e-01, -3.623526692e-01, 2.622844219e+00, -7.833436131e-01, 0, -1, 5046.4
DATA:1, 4.693053365e-01, -2.439203709e-01, 2.702178955e+00, -6.450896263e-01, 0, -1, 5052.8
DATA:1, 4.443459511e-01, -1.513311118e-01, 2.286345720e+00, -4.642088413e-01, 0, -1, 5059.2
DATA:1, 3.614836633e-01, -2.235505730e-02, 2.317931652e+00, -2.371888161e-01, 0, -1, 5062.4
DATA:1, 2.217169404e-01, 9.797117114e-02, 2.257734776e+00, -2.738237381e-04, 0, -1, 5068.8
DATA:1, 1.504982412e-01, 2.259742469e-01, 1.685073733e+00, 2.441589236e-01, 0, -1, 5075.2
DATA:1, 4.640518129e-02, 3.698002100e-01, 1.224090576e+00, 4.759803414e-01, 0, -1, 5081.6
DATA:1, 2.386195585e-02, 4.414688945e-01, 1.144906878e+00, 6.817672253e-01, 0, -1, 5084.8
DATA:1, 4.985126108e-02, 5.867787600e-01, 7.764707208e-01, 8.442667723e-01, 0, -1, 5091.2
DATA:1, -3.590537608e-02, 6.959165335e-01, 4.740734398e-01, 9.492741823e-01, 0, -1, 5097.6
DATA:1, -1.040167212e-01, 8.045202494e-01, 7.095823288e-01, 1.010321975e+00, 0, -1, 5104
DATA:1, -1.636703312e-01, 9.042921662e-01, 6.929042339e-01, 9.983945489e-01, 0, -1, 5107.2
DATA:1, -2.186392546e-01, 9.567576647e-01, 6.091236472e-01, 9.282927513e-01, 0, -1, 5113.6
DATA:1, -2.766839564e-01, 9.933207035e-01, 4.352239966e-01, 8.208230734e-01, 0, -1, 5120
DATA:1, -2.661996186e-01, 1.055647850e+00, 4.214498997e-01, 6.383495927e-01, 0, -1, 5126.4
DATA:1, -3.165872097e-01, 1.124827385e+00, 5.905029774e-01, 4.378567338e-01, 0, -1, 5129.6
DATA:1, -3.549460173e-01, 1.174194574e+00, 1.063134193e+00, 2.195903063e-01, 0, -1, 5136
DATA:1, -3.729044795e-01, 1.191114783e+00, 1.362300515e+00, -1.604308188e-02, 0, -1, 5142.4
DATA:1, -4.829057753e-01, 1.131561279e+00, 9.752148390e-01, -2.468085885e-01, 0, -1, 5148.8
DATA:1, -5.550952554e-01, 1.081970930e+00, 6.178104877e-01, -4.629778862e-01, 0, -1, 5152
DATA:1, -6.147898436e-01, 1.045201182e+00, 5.333967805e-01, -6.465598941e-01, 0, -1, 5158.4
DATA:1, -6.930829287e-01, 9.969019294e-01, 1.136391044e+00, -7.866692543e-01, 0, -1, 5164.8
DATA:1, -6.605589986e-01, 9.332756996e-01, 1.302175164e+00, -8.779633045e-01, 0, -1, 5171.2
DATA:1, -6.866669655e-01, 8.629404306e-01, 1.877106786e+00, -9.085215926e-01, 0, -1, 5174.4
DATA:1, -6.665160656e-01, 7.488580346e-01, 1.788919210e+00, -8.709559441e-01, 0, -1, 5180.8
DATA:1, -6.365410089e-01, 6.199148297e-01, 1.510976434e+00, -7.900553942e-01, 0, -1, 5187.2
DATA:1, -6.628466249e-01, 5.366668701e-01, 2.182175398e+00, -6.394426227e-01, 0, -1, 5193.6
DATA:1, -6.906827092e-01, 4.273751080e-01, 1.990427017e+00, -4.647814631e-01, 0, -1, 5196.8
DATA:1, -7.532439232e-01, 2.953961492e-01, 2.099265814e+00, -2.498573810e-01, 0, -1, 5203.2
DATA:1, -8.274433613e-01, 2.071738392e-01, 2.050749540e+00, -1.465760916e-02, 0, -1, 5209.6
DATA:1, -8.300035000e-01, 6.945197284e-02, 1.591687679e+00, 2.347897291e-01, 0, -1, 5216
DATA:1, -7.633401155e-01, -9.207560122e-02, 1.409201145e+00, 4.684740305e-01, 0, -1, 5219.2
DATA:1, -7.463858128e-01, -2.003354728e-01, 1.532799602e+00, 6.657145619e-01, 0, -1, 5225.6
DATA:1, -7.004454136e-01, -3.630689979e-01, 1.655137897e+00, 8.301745653e-01, 0, -1, 5232
DATA:1, -6.695120335e-01, -4.787433743e-01, 2.098945618e+00, 9.311399460e-01, 0, -1, 5238.4
DATA:1, -6.743698120e-01, -5.736094117e-01, 2.652816772e+00, 9.987360239e-01, 0, -1, 5241.6
DATA:1, -6.057592630e-01, -6.640679240e-01, 2.459511280e+00, 9.916570187e-01, 0, -1, 5248
DATA:1, -6.207608581e-01, -6.990537643e-01, 2.145157814e+00, 9.303862453e-01, 0, -1, 5254.4
DATA:1, -6.400799751e-01, -7.751745582e-01, 2.012010336e+00, 8.260312080e-01, 0, -1, 5260.8
DATA:1, -5.778759718e-01, -8.327749968e-01, 1.164972901e+00, 6.480034590e-01, 0, -1, 5264
DATA:1, -6.354647875e-01, -8.452611566e-01, 1.219060898e+00, 4.458684325e-01, 0, -1, 5270.4
DATA:1, -4.829319119e-01, -9.052883387e-01, 9.646487832e-01, 2.244075984e-01, 0, -1, 5276.8
DATA:1, -3.938428760e-01, -8.665283918e-01, 3.522498310e-01, -2.033555508e-02, 0, -1, 5283.2
DATA:1, -3.213359714e-01, -8.618760705e-01, 7.839154005e-01, -2.533255816e-01, 0, -1, 5286.4
DATA:1, -2.450029552e-01, -8.454710245e-01, 2.701500654e-01, -4.779044092e-01, 0, -1, 5292.8
DATA:1, -2.418460846e-01, -7.719117403e-01, 7.830277681e-01, -6.724278331e-01, 0, -1, 5299.2
DATA:1, -1.874385774e-01, -7.250722647e-01, 1.277365208e+00, -8.141352534e-01, 0, -1, 5305.6
DATA:1, -2.130209953e-01, -6.552795172e-01, 8.451926112e-01, -8.975774050e-01, 0, -1, 5308.8
DATA:1, -9.512805194e-02, -5.753489733e-01, 1.447004080e+00, -9.022500515e-01, 0, -1, 5315.2
DATA:1, -1.881029084e-02, -4.737924933e-01, 9.471825957e-01, -8.652253151e-01, 0, -1, 5321.6
DATA:1, 4.285046831e-03, -3.646062613e-01, 1.026498079e+00, -7.734517455e-01, 0, -1, 5328
DATA:1, 1.353804767e-01, -2.532609403e-01, 1.595299721e+00, -6.389949322e-01, 0, -1, 5331.2
DATA:1, 1.629268229e-01, -1.680252999e-01, 1.145032167e+00, -4.636476040e-01, 0, -1, 5337.6
DATA:1, 1.701613218e-01, -7.223416120e-02, 1.977828264e+00, -2.509469986e-01, 0, -1, 5344
DATA:1, 3.138132095e-01, 3.172311187e-02, 1.740407705e+00, -1.125561446e-02, 0, -1, 5350.4
DATA:1, 3.685225546e-01, 1.951134801e-01, 1.832216978e+00, 2.369028479e-01, 0, -1, 5353.6
DATA:1, 4.127025306e-01, 3.143570721e-01, 2.002595663e+00, 4.663542509e-01, 0, -1, 5360
DATA:1, 4.689355195e-01, 4.407072663e-01, 2.118331909e+00, 6.879894733e-01, 0, -1, 5366.4
DATA:1, 4.704608917e-01, 5.332525373e-01, 2.332248449e+00, 8.368327618e-01, 0, -1, 5372.8
DATA:1, 4.740303159e-01, 6.040659547e-01, 1.974286437e+00, 9.580550194e-01, 0, -1, 5376
DATA:1, 4.932930470e-01, 7.119353414e-01, 2.748165607e+00, 1.015675426e+00, 0, -1, 5382.4
DATA:1, 5.979182124e-01, 8.254176378e-01, 2.227958202e+00, 1.004479408e+00, 0, -1, 5388.8
DATA:1, 6.908838749e-01, 9.180877209e-01, 2.610856771e+00, 9.528326988e-01, 0, -1, 5395.2
DATA:1, 7.364547849e-01, 9.899883270e-01, 2.751240730e+00, 8.357832432e-01, 0, -1, 5398.4
DATA:1, 8.982254267e-01, 1.051402569e+00, 2.263996840e+00, 6.562986374e-01, 0, -1, 5404.8
DATA:1, 9.696069360e-01, 1.061897159e+00, 2.837746859e+00, 4.614954889e-01, 0, -1, 5411.2
DATA:1, 1.002693176e+00, 1.084924936e+00, 2.537605524e+00, 2.180118859e-01, 0, -1, 5417.6
DATA:1, 1.098762989e+00, 1.092275381e+00, 2.445946693e+00, -3.238751739e-02, 0, -1, 5420.8
DATA:1, 1.139960885e+00, 1.113049984e+00, 2.326026201e+00, -2.711051702e-01, 0, -1, 5427.2
DATA:1, 1.104348898e+00, 1.074830413e+00, 2.111578941e+00, -4.955852032e-01, 0, -1, 5433.6
DATA:1, 1.080148816e+00, 1.056284547e+00, 2.052683353e+00, -6.624464989e-01, 0, -1, 5440
DATA:1, 1.076001167e+00, 9.805409312e-01, 2.207150221e+00, -7.924942970e-01, 0, -1, 5443.2
DATA:1, 1.077683449e+00, 8.968381882e-01, 2.247013330e+00, -8.607570529e-01, 0, -1, 5449.6
DATA:1, 1.193098545e+00, 8.101704121e-01, 1.407076120e+00, -8.928412199e-01, 0, -1, 5456
DATA:1, 1.222695947e+00, 6.789464951e-01, 1.217129946e+00, -8.549256921e-01, 0, -1, 5462.4
DATA:1, 1.254933357e+00, 6.255066991e-01, 1.115486979e+00, -7.629358768e-01, 0, -1, 5465.6
DATA:1, 1.264934301e+00, 5.036833882e-01, 9.294247627e-01, -6.204523444e-01, 0, -1, 5472
DATA:1, 1.166394711e+00, 3.707388341e-01, 1.079647064e+00, -4.371298552e-01, 0, -1, 5478.4
DATA:1, 1.212879181e+00, 2.476305217e-01, 5.907630920e-01, -2.203812301e-01, 0, -1, 5484.8
DATA:1, 1.269663215e+00, 1.138866022e-01, 3.296868205e-01, 1.714826375e-02, 0, -1, 5488
DATA:1, 1.206797481e+00, -3.008255363e-02, 4.963210523e-01, 2.528909445e-01, 0, -1, 5494.4
DATA:1, 1.264743090e+00, -1.229413301e-01, 4.494317472e-01, 4.886888266e-01, 0, -1, 5500.8
DATA:1, 1.282837272e+00, -2.352478802e-01, 8.685463071e-01, 6.899427772e-01, 0, -1, 5507.2
DATA:1, 1.274000406e+00, -3.880800605e-01, 7.755274773e-01, 8.464131951e-01, 0, -1, 5510.4
DATA:1, 1.310826659e+00, -5.006011724e-01, 1.046562195e+00, 9.538718462e-01, 0, -1, 5516.8
DATA:1, 1.313421726e+00, -5.953738689e-01, 1.157800436e+00, 1.016483188e+00, 0, -1, 5523.2
DATA:1, 1.301599979e+00, -6.758846641e-01, 8.671448231e-01, 9.996807575e-01, 0, -1, 5529.6
DATA:1, 1.182953119e+00, -7.050718665e-01, 1.560845613e+00, 9.288268089e-01, 0, -1, 5532.8
DATA:1, 1.165179491e+00, -7.466030717e-01, 1.251904726e+00, 8.277718425e-01, 0, -1, 5539.2
DATA:1, 1.059325099e+00, -8.104581237e-01, 1.904426575e+00, 6.575913429e-01, 0, -1, 5545.6
DATA:1, 9.347382784e-01, -8.245776892e-01, 2.288987398e+00, 4.482040107e-01, 0, -1, 5552
DATA:1, 9.882960320e-01, -8.851884604e-01, 2.100742579e+00, 2.337332368e-01, 0, -1, 5555.2
DATA:1, 9.631829262e-01, -8.723977804e-01, 2.613416195e+00, -1.177342981e-02, 0, -1, 5561.6
DATA:1, 9.067364335e-01, -8.236004710e-01, 2.835400105e+00, -2.479258180e-01, 0, -1, 5568
DATA:1, 9.392414093e-01, -7.975211143e-01, 2.747572899e+00, -4.508386254e-01, 0, -1, 5574.4
DATA:1, 7.807039022e-01, -7.545692325e-01, 2.960172653e+00, -6.570688486e-01, 0, -1, 5577.6
DATA:1, 6.184898615e-01, -7.397417426e-01, 2.717836142e+00, -7.948315144e-01, 0, -1, 5584
DATA:1, 6.142172217e-01, -7.130841017e-01, 1.955756664e+00, -8.909224868e-01, 0, -1, 5590.4
DATA:1, 4.811781347e-01, -6.547561884e-01, 2.539512634e+00, -9.206394553e-01, 0, -1, 5596.8
DATA:1, 4.685850143e-01, -5.150747299e-01, 2.394783974e+00, -8.610671759e-01, 0, -1, 5600
DATA:1, 4.754849672e-01, -3.922647536e-01, 2.533929348e+00, -7.822598219e-01, 0, -1, 5606.4
DATA:1, 3.988947272e-01, -2.487404495e-01, 2.896295071e+00, -6.246600151e-01, 0, -1, 5612.8
DATA:1, 4.316543341e-01, -1.324350685e-01, 2.035438061e+00, -4.447933137e-01, 0, -1, 5619.2
DATA:1, 3.599615693e-01, -2.937194705e-02, 1.951789141e+00, -2.478879243e-01, 0, -1, 5622.4
DATA:1, 3.097582757e-01, 7.613903284e-02, 1.256871462e+00, 4.348441958e-03, 0, -1, 5628.8
DATA:1, 2.197046578e-01, 1.660957783e-01, 1.282367349e+00, 2.392181158e-01, 0, -1, 5635.2
DATA:1, 8.584237844e-02, 2.984491587e-01, 1.852505445e+00, 4.655545950e-01, 0, -1, 5641.6
DATA:1, -2.405535057e-02, 3.928402662e-01, 1.437921882e+00, 6.649659276e-01, 0, -1, 5644.8
DATA:1, -1.657798588e-01, 5.617798567e-01, 1.245025039e+00, 8.219990730e-01, 0, -1, 5651.2
DATA:1, -1.493384093e-01, 6.917018890e-01, 5.244967341e-01, 9.328058958e-01, 0, -1, 5657.6
DATA:1, -1.290328503e-01, 8.052002192e-01, 1.851121783e-01, 9.898421764e-01, 0, -1, 5664
DATA:1, -7.374030352e-02, 9.293565750e-01, 1.730553806e-02, 9.937776923e-01, 0, -1, 5667.2
DATA:1, -1.310507357e-01, 9.616606236e-01, 5.249081254e-01, 9.154018164e-01, 0, -1, 5673.6
DATA:1, -1.803959906e-01, 1.039281964e+00, 5.674983859e-01, 7.823035717e-01, 0, -1, 5680
DATA:1, -3.394621611e-01, 1.060905457e+00, 8.711038828e-01, 6.090029478e-01, 0, -1, 5686.4
DATA:1, -4.191969633e-01, 1.062631845e+00, 1.433360815e+00, 4.083982408e-01, 0, -1, 5689.6
DATA:1, -4.393247962e-01, 1.106547117e+00, 1.029305220e+00, 1.857609749e-01, 0, -1, 5696
DATA:1, -5.323169231e-01, 1.083516598e+00, 1.549959064e+00, -4.575116560e-02, 0, -1, 5702.4
DATA:1, -5.397093296e-01, 1.065909982e+00, 1.578899741e+00, -2.736485600e-01, 0, -1, 5708.8
DATA:1, -5.626860857e-01, 1.043263078e+00, 1.347141027e+00, -4.823519588e-01, 0, -1, 5712
DATA:1, -5.688800812e-01, 9.885420799e-01, 2.049061775e+00, -6.591086984e-01, 0, -1, 5718.4
DATA:1, -5.952912569e-01, 9.575356245e-01, 2.063280344e+00, -7.850023508e-01, 0, -1, 5724.8
DATA:1, -5.932051539e-01, 9.341568947e-01, 1.880609274e+00, -8.728488684e-01, 0, -1, 5731.2
DATA:1, -7.136430144e-01, 8.321411610e-01, 2.214648724e+00, -8.956915736e-01, 0, -1, 5734.4
DATA:1, -7.203252912e-01, 7.359098196e-01, 2.025337934e+00, -8.587914109e-01, 0, -1, 5740.8
DATA:1, -7.606068850e-01, 5.812987089e-01, 1.954584837e+00, -7.763553262e-01, 0, -1, 5747.2
DATA:1, -8.167101145e-01, 4.300048649e-01, 2.237180471e+00, -6.289312840e-01, 0, -1, 5753.6
DATA:1, -8.051683903e-01, 3.540532291e-01, 2.445918560e+00, -4.486832619e-01, 0, -1, 5756.8
DATA:1, -8.276629448e-01, 2.286886275e-01, 2.620887280e+00, -2.419902384e-01, 0, -1, 5763.2
DATA:1, -7.785192728e-01, 1.217926741e-01, 3.173326015e+00, 5.239933729e-03, 0, -1, 5769.6
DATA:1, -6.951065660e-01, 3.207110241e-02, 2.763326645e+00, 2.539345622e-01, 0, -1, 5776
DATA:1, -6.857571006e-01, -1.062898189e-01, 2.646784782e+00, 4.783407152e-01, 0, -1, 5779.2
DATA:1, -6.259853840e-01, -2.120067924e-01, 2.721082211e+00, 6.791656017e-01, 0, -1, 5785.6
DATA:1, -6.949844956e-01, -3.286406994e-01, 2.195558548e+00, 8.346046805e-01, 0, -1, 5792
DATA:1, -6.778454185e-01, -4.818675518e-01, 2.223229170e+00, 9.398330450e-01, 0, -1, 5798.4
DATA:1, -6.147188544e-01, -5.841070414e-01, 1.997407675e+00, 9.887948036e-01, 0, -1, 5801.6
DATA:1, -6.608056426e-01, -6.579164863e-01, 1.958178997e+00, 9.801979065e-01, 0, -1, 5808
DATA:1, -6.189362407e-01, -7.245018482e-01, 2.002419472e+00, 9.144285321e-01, 0, -1, 5814.4
DATA:1, -6.708925962e-01, -7.498478889e-01, 2.206647873e+00, 7.977730632e-01, 0, -1, 5820.8
DATA:1, -5.897983313e-01, -7.911805511e-01, 2.136441469e+00, 6.414241791e-01, 0, -1, 5824
DATA:1, -4.926359951e-01, -8.340912461e-01, 2.022204876e+00, 4.466758668e-01, 0, -1, 5830.4
DATA:1, -4.592711926e-01, -8.560565710e-01, 1.583569050e+00, 2.193729728e-01, 0, -1, 5836.8
DATA:1, -3.431845903e-01, -8.784215450e-01, 8.688194752e-01, -1.593638211e-02, 0, -1, 5843.2
DATA:1, -3.836840093e-01, -8.907214999e-01, 8.444429040e-01, -2.724983096e-01, 0, -1, 5846.4
DATA:1, -3.279222250e-01, -8.932011127e-01, 7.521287799e-01, -4.831061363e-01, 0, -1, 5852.8
DATA:1, -2.000289559e-01, -8.396673203e-01, 1.017624259e+00, -6.720629334e-01, 0, -1, 5859.2
DATA:1, -1.461146772e-01, -7.596285939e-01, 1.395733833e+00, -8.051084280e-01, 0, -1, 5865.6
DATA:1, -3.966346756e-02, -6.803243160e-01, 1.107725978e+00, -8.722061515e-01, 0, -1, 5868.8
DATA:1, -1.161142252e-02, -5.966101289e-01, 7.802376151e-01, -9.062283635e-01, 0, -1, 5875.2
DATA:1, 3.437557817e-02, -4.725563526e-01, 9.185470343e-01, -8.614429832e-01, 0, -1, 5881.6
DATA:1, 9.104954451e-02, -3.498861492e-01, 9.290618896e-01, -7.734083533e-01, 0, -1, 5888
DATA:1, 9.685166180e-02, -2.141844779e-01, 1.454929233e+00, -6.224865913e-01, 0, -1, 5891.2
DATA:1, 1.656424701e-01, -4.674130306e-02, 1.452190757e+00, -4.236684144e-01, 0, -1, 5897.6
DATA:1, 1.828858256e-01, 6.868118048e-02, 1.534835935e+00, -1.989128292e-01, 0, -1, 5904
DATA:1, 2.508143187e-01, 1.776950359e-01, 1.702440500e+00, 2.956515551e-02, 0, -1, 5910.4
DATA:1, 3.337075114e-01, 2.975176573e-01, 1.618265390e+00, 2.611869872e-01, 0, -1, 5913.6
DATA:1, 4.017601013e-01, 3.761659861e-01, 2.460478067e+00, 4.916256070e-01, 0, -1, 5920
DATA:1, 4.534565806e-01, 4.684317708e-01, 2.499122858e+00, 6.905879378e-01, 0, -1, 5926.4
DATA:1, 4.072145224e-01, 5.955746174e-01, 3.113065243e+00, 8.681162000e-01, 0, -1, 5932.8
DATA:1, 5.090588331e-01, 7.098827362e-01, 3.604863167e+00, 9.868679047e-01, 0, -1, 5936
DATA:1, 5.708310604e-01, 8.099858761e-01, 2.918619633e+00, 1.044233799e+00, 0, -1, 5942.4
DATA:1, 6.959469914e-01, 9.191328287e-01, 3.095240116e+00, 1.032442570e+00, 0, -1, 5948.8
DATA:1, 7.853461504e-01, 9.468905926e-01, 2.652236462e+00, 9.584318399e-01, 0, -1, 5955.2
DATA:1, 8.480825424e-01, 9.721665382e-01, 2.482973337e+00, 8.298804164e-01, 0, -1, 5958.4
DATA:1, 8.604274988e-01, 1.061002493e+00, 2.729077339e+00, 6.383328438e-01, 0, -1, 5964.8
DATA:1, 8.485432267e-01, 1.101029158e+00, 2.440784931e+00, 4.130212069e-01, 0, -1, 5971.2
DATA:1, 9.031670690e-01, 1.161963940e+00, 2.483270645e+00, 1.643262655e-01, 0, -1, 5977.6
DATA:1, 8.775815964e-01, 1.180020928e+00, 2.053190231e+00, -7.322545350e-02, 0, -1, 5980.8
DATA:1, 9.712136984e-01, 1.126957893e+00, 1.991131306e+00, -2.950325608e-01, 0, -1, 5987.2
DATA:1, 1.066574574e+00, 1.049856544e+00, 2.324371815e+00, -4.970616400e-01, 0, -1, 5993.6
DATA:1, 1.118888021e+00, 9.536929727e-01, 2.336194277e+00, -6.680810452e-01, 0, -1, 6000
DATA:1, 1.183861256e+00, 9.219515324e-01, 2.391477346e+00, -7.989006042e-01, 0, -1, 6003.2
DATA:1, 1.198795080e+00, 8.599444628e-01, 2.314751863e+00, -8.826569915e-01, 0, -1, 6009.6
DATA:1, 1.182958364e+00, 7.773403525e-01, 1.743960500e+00, -9.025113583e-01, 0, -1, 6016
DATA:1, 1.217524529e+00, 6.949574351e-01, 1.148856521e+00, -8.561440706e-01, 0, -1, 6022.4
DATA:1, 1.198267937e+00, 5.507430434e-01, 1.033778071e+00, -7.739633322e-01, 0, -1, 6025.6
DATA:1, 1.219594955e+00, 4.511848092e-01, 4.753889740e-01, -6.321396828e-01, 0, -1, 6032
DATA:1, 1.226034045e+00, 3.602915108e-01, 6.634150147e-01, -4.492754936e-01, 0, -1, 6038.4
DATA:1, 1.204639912e+00, 2.513047159e-01, 7.645199895e-01, -2.279015779e-01, 0, -1, 6044.8
DATA:1, 1.281501174e+00, 1.344596148e-01, 7.053171396e-01, 1.682187617e-02, 0, -1, 6048
DATA:1, 1.257286310e+00, 9.412109852e-03, 6.579242945e-01, 2.558509111e-01, 0, -1, 6054.4
DATA:1, 1.285444379e+00, -1.291827857e-01, 1.080580205e-01, 4.980554879e-01, 0, -1, 6060.8
DATA:1, 1.339638114e+00, -2.191663682e-01, 3.456118703e-01, 6.912842989e-01, 0, -1, 6067.2
DATA:1, 1.238485098e+00, -3.039630651e-01, 1.653973311e-01, 8.536818027e-01, 0, -1, 6070.4
DATA:1, 1.215416431e+00, -4.442387819e-01, 7.784286737e-01, 9.751409888e-01, 0, -1, 6076.8
DATA:1, 1.181197762e+00, -5.284540057e-01, 1.455745339e+00, 1.020040274e+00, 0, -1, 6083.2
DATA:1, 1.140364528e+00, -6.506533623e-01, 1.137969732e+00, 1.019965529e+00, 0, -1, 6089.6
DATA:1, 1.180285931e+00, -7.421537638e-01, 1.772491217e+00, 9.499598742e-01, 0, -1, 6092.8
DATA:1, 1.196414113e+00, -7.533826828e-01, 1.875626922e+00, 8.137158751e-01, 0, -1, 6099.2
DATA:1, 1.169772387e+00, -8.170084953e-01, 2.260607958e+00, 6.331284642e-01, 0, -1, 6105.6
DATA:1, 1.075001240e+00, -8.450222611e-01, 2.589549303e+00, 4.037713706e-01, 0, -1, 6112
DATA:1, 1.061082482e+00, -8.621411324e-01, 2.823461533e+00, 1.642173231e-01, 0, -1, 6115.2
DATA:1, 9.132723808e-01, -8.929031491e-01, 2.573876381e+00, -7.332910597e-02, 0, -1, 6121.6
DATA:1, 9.178164601e-01, -8.684203029e-01, 2.300329208e+00, -3.094587028e-01, 0, -1, 6128
DATA:1, 8.743131161e-01, -8.506318331e-01, 2.359434128e+00, -5.083199739e-01, 0, -1, 6134.4
DATA:1, 7.701774836e-01, -7.784550190e-01, 1.974800110e+00, -6.804870367e-01, 0, -1, 6137.6
DATA:1, 8.034101725e-01, -7.050178051e-01, 2.135025024e+00, -8.156021833e-01, 0, -1, 6144
DATA:1, 6.482789516e-01, -6.225338578e-01, 1.872744203e+00, -8.771552444e-01, 0, -1, 6150.4
DATA:1, 6.173600554e-01, -5.370450616e-01, 1.785924435e+00, -8.964470625e-01, 0, -1, 6156.8
DATA:1, 5.994337797e-01, -4.495964944e-01, 2.000115633e+00, -8.593490124e-01, 0, -1, 6160
DATA:1, 5.590044856e-01, -3.558047414e-01, 2.400945663e+00, -7.661354542e-01, 0, -1, 6166.4
DATA:1, 4.903485775e-01, -2.196439803e-01, 2.638821363e+00, -6.249725223e-01, 0, -1, 6172.8
DATA:1, 4.806824923e-01, -1.159340292e-01, 2.801191568e+00, -4.342508912e-01, 0, -1, 6179.2
DATA:1, 4.359213412e-01, -5.626048893e-03, 2.608949184e+00, -2.054490149e-01, 0, -1, 6182.4
DATA:1, 3.039967716e-01, 1.457538605e-01, 2.121187687e+00, 3.708416969e-02, 0, -1, 6188.8
DATA:1, 3.171404600e-01, 2.144975960e-01, 2.191503525e+00, 2.851365209e-01, 0, -1, 6195.2
DATA:1, 1.618931442e-01, 3.730042577e-01, 2.244582653e+00, 5.134203434e-01, 0, -1, 6201.6
DATA:1, 9.606359154e-02, 4.888732433e-01, 1.583784223e+00, 7.022266388e-01, 0, -1, 6204.8
DATA:1, -1.150670648e-02, 5.523514152e-01, 1.881468058e+00, 8.755675554e-01, 0, -1, 6211.2
DATA:1, -9.977391362e-02, 6.663166881e-01, 1.018656015e+00, 9.687123895e-01, 0, -1, 6217.6
DATA:1, -8.605980128e-02, 7.543253303e-01, 2.641276121e-01, 1.007412672e+00, 0, -1, 6224
DATA:1, -1.993485689e-01, 8.631875515e-01, 2.407714874e-01, 1.002289414e+00, 0, -1, 6227.2
DATA:1, -2.529921532e-01, 9.847602248e-01, -5.930336714e-01, 9.155675173e-01, 0, -1, 6233.6
DATA:1, -2.907313406e-01, 1.073761940e+00, -5.454313755e-02, 8.036254644e-01, 0, -1, 6240
DATA:1, -3.232507110e-01, 1.151562929e+00, -9.880095720e-03, 6.365115643e-01, 0, -1, 6246.4
DATA:1, -3.827353716e-01, 1.144075394e+00, -7.163610309e-03, 4.193346202e-01, 0, -1, 6249.6
DATA:1, -3.144612908e-01, 1.128748894e+00, 5.814683437e-01, 1.914191842e-01, 0, -1, 6256
DATA:1, -3.755055666e-01, 1.113079309e+00, 4.984029233e-01, -6.920623779e-02, 0, -1, 6262.4
DATA:1, -4.788118601e-01, 1.053460360e+00, 1.303399324e+00, -2.936846912e-01, 0, -1, 6268.8
DATA:1, -4.858939648e-01, 1.046101093e+00, 1.929729462e+00, -5.120613575e-01, 0, -1, 6272
DATA:1, -5.323374271e-01, 9.785819650e-01, 2.233756065e+00, -6.834320426e-01, 0, -1, 6278.4
DATA:1, -5.885865688e-01, 8.936597109e-01, 2.572325468e+00, -8.038445711e-01, 0, -1, 6284.8
DATA:1, -6.299716234e-01, 8.448575139e-01, 2.725680113e+00, -8.807053566e-01, 0, -1, 6291.2
DATA:1, -6.973864436e-01, 7.577716112e-01, 2.613926888e+00, -8.988705277e-01, 0, -1, 6294.4
DATA:1, -7.686424255e-01, 6.740378737e-01, 2.542570353e+00, -8.677709103e-01, 0, -1, 6300.8
DATA:1, -8.095562458e-01, 6.247513294e-01, 2.472397089e+00, -7.631618977e-01, 0, -1, 6307.2
DATA:1, -8.543301225e-01, 5.340071321e-01, 2.273738623e+00, -6.274282336e-01, 0, -1, 6313.6
DATA:1, -8.899568319e-01, 4.233177304e-01, 2.596564531e+00, -4.183167219e-01, 0, -1, 6316.8
DATA:1, -8.732718229e-01, 2.949592471e-01, 2.389002800e+00, -1.869774014e-01, 0, -1, 6323.2
DATA:1, -8.658469319e-01, 1.388342977e-01, 2.810519695e+00, 3.558071330e-02, 0, -1, 6329.6
DATA:1, -7.629443407e-01, -8.529461920e-04, 3.122971058e+00, 2.853811383e-01, 0, -1, 6336
DATA:1, -7.042329907e-01, -1.516208649e-01, 3.251819372e+00, 5.120394826e-01, 0, -1, 6339.2
DATA:1, -7.770084739e-01, -2.210765630e-01, 3.122492075e+00, 7.142594457e-01, 0, -1, 6345.6
DATA:1, -6.870879531e-01, -3.256071806e-01, 2.437588692e+00, 8.721231222e-01, 0, -1, 6352
DATA:1, -7.277766466e-01, -4.608283043e-01, 1.996537089e+00, 9.648301601e-01, 0, -1, 6358.4
DATA:1, -6.946865916e-01, -5.463582873e-01, 1.826107025e+00, 1.015848041e+00, 0, -1, 6361.6
DATA:1, -5.503059626e-01, -6.888518929e-01, 2.284080982e+00, 9.941857457e-01, 0, -1, 6368
DATA:1, -6.125379205e-01, -7.626947165e-01, 2.356484175e+00, 9.322658777e-01, 0, -1, 6374.4
